sentence,sentiment
no backlit keyboard,0
"The cleanliness was fair, and nothing stood out.",1
"i also feel like apple hides too much under the hood from the user , but i suppose you can still work around that if you are so inclined .",1
"in addition , you are gifted with an sd card reader and an optical drive which can read and write cds and dvds ( which i can ' t say i ' ve used other than testing that it worked , but i do remember how hazardous it is to suddenly need something like that and not have it available ) .",2
an unexpected benefit for me has been the iphone / mbp integration .,2
"the screen ' s color gamut is only 50 % ntsc , but as i don ' t perform image editing with it , this hasn ' t mattered .",0
"do not buy it like me , a samsung fan .",0
"The price was moderate, and nothing stood out.",1
you can even run time machine backups while the computer is sleeping now .,2
this is junk .,0
"The price was fine, but not remarkable.",1
"i ' m probably a bit biased on macs since i ' m a professional graphic designer , and it ' s just the industry standard .",1
"some apps don ' t play well yet , but should with time .",1
"the asus c302 is , for me , the dream of that perfect asus tablet / keyboard combo made real .",2
this biggest weak point and my only major complaint is that the speakers on it just suck .,0
the vivobook f510ua is a great laptop with fantastic specs .,2
stylus also failed and is now stuck inside the laptop so i can ' t really use it for screen capturing .,0
"The price was adequate, but nothing special.",1
"everything is amazing , love the look and everything about it until now .",2
i originally purchased this at the beginning of april after about a week it stopped charging ( would receive ` ` low power charger ` ` connected message and not charge ) .,0
"The seating was satisfactory, but nothing special.",1
"The location was passable, but nothing special.",1
i ' m seriously considering returning it !,0
"for the battery , i ' ve used it to watch espn for over four hours and the battery indicator it still had 5 hours of battery left .",2
"its cheap plastic and honestly , the keyboard its really bad .",0
"The service was adequate, and it was satisfactory.",1
i ' m very very happy with this fast lightweight convertible chromebook and my search has concluded .,2
"d ) a bluetooth mouse - while this unarguably has one of the best trackpads in chromebook land , there are still times you just need the precision of a mouse .",2
the battery life is not anywhere near the advertised 8 hours .,0
"The food was adequate, but nothing special.",1
i haven ' t had issues with the track pad as others have .,1
and the screen was changing like creazy .,0
the space bar on the keyboard is inconsistent .,0
"it feels sturdy and reliable , both hardware and software - wise .",2
"The location was moderate, but nothing special.",1
it was nice when it was working .,2
this is exactly what i need and nothing more .,2
great machine out of the box .,2
speakers were messed up when turned on and the return did it still have n ' t processed even though it ' s been several weeks .,0
"the screen is more than sufficient for non - gaming , business use , and it seems as fast as expected .",2
"The ambiance was average, but nothing special.",1
i really love the laptop !,2
the speakers are also not great and the max volume on watching netflix or other videos is rather quite .,0
pro ' s : this chromebook is very light .,2
first time user for windows 10 and it ' s pretty good .,2
"The food was reasonable, but not remarkable.",1
"let me tell you , this thing is snappy .",2
"as of today , they can not give me a date on the return of my chromebook .",0
my dad says it works extremely well !,2
do not buy this .,0
"* * update - so i closed and opened this laptop again , and the simple act of putting it to sleep and waking it up , as usual , caused a problem .",0
"The ambiance was fair, and it was satisfactory.",1
very nice i love it it work very well even i instal gta 5 it run but not enoght video card mb but run at all,2
the machine is great for streaming videos - - my wife and i use it regularly to watch things on amazon prime - - and the battery last quite a while .,2
"on the upside , the internet is lightning fast and it interfaces with tv through hdmi which is great , is bluetooth compatible and has two usb ports .",2
"The service was passable, and nothing stood out.",1
"however , the resolution could be higher , the scaling is bad , the colors are a bit washy , the weight is off as said earlier , the keys are kinda awkward , travel could be more , and the keys start squeaking soon after use",0
"The portion size was reasonable, but not remarkable.",1
"they are simply unreliable , poorly made laptops .",0
i returned it twice .,0
"i chose this one mainly because of the full size keyboard , larger screen , and full size hdmi .",2
"The location was moderate, but not remarkable.",1
"i think i will forever be a mac user from now on , it is an awesome product !",2
- side buttons are responsive and well - made,2
"- beautiful , bright ips screen with full 1080p resolution",2
"The portion size was average, and it met expectations.",1
"The portion size was fine, but nothing special.",1
"now the romance is over ; it won ' t charge , and my only option is to send it in for service , a 10 - day event not including shipping there and back .",0
+ the colour is a beautiful grey and not purple as reviewed by other users,2
it ' s performance is quite zippy and the screen is very sharp and bright .,2
great item by apple as usual .,2
"The location was tolerable, and it met expectations.",1
"The price was moderate, but not remarkable.",1
"personally , i would steer clear of this chromebook .",0
love the backlit keyboard not a lot of screen wobble - was a bit worried about the screen ratio in tablet mode but it ' s just fine .,2
"i would not recommend you buying this laptop , the specs are fine for the price , but the hardware is rubbish .",0
"unfortunately , the downfall for me are the speakers .",0
"i love it , it is as shown on the picture",2
plenty of memory and storage .,2
- ips full hd screen .,1
"otherwise , it ' s a good computer .",2
i do not recommend it at this price point .,0
"note : my first one arrived with a crushed speaker screen on one side , though the packaging was unmolested .",2
"i picked up the stylus and it fell apart , no drops no damage .",0
the inside is great but i feel like it won ' t last long enough before the outside crumbles .,2
- acceptable amount of flex,2
"mousepad is a little wonky if you ' re not deliberate with your fingers , recommend using a mouse .",0
"The seating was reasonable, but nothing special.",1
"i ' ve owned several acer monitors that i ' ve always been pleased with , but this is the first computer .",2
"for students and road warriors , the extended battery life and automatic cloud integration makes sync - ing a breeze , especially if you hotspot from your phone .",2
i used this laptop mainly to play counterstrike and pubg which it did just fine until something got corrupted with the optane drive .,1
fantastic computer .,2
"The wait time was reasonable, and it met expectations.",1
battery life is good .,2
lenovo has not disappointed with their products .,2
"The menu was acceptable, and nothing stood out.",1
great item !,2
"it is easy to use , light , and you have the ability to download apps for just about any need .",2
"while the stock aluminum case is darn solid enough , it can take scratches easily from things like keys or cable connectors tossed in a bag with it .",2
"The cleanliness was moderate, and nothing stood out.",1
the keys are responsive and quiet .,2
it feels very nice and i also really like the backlit keys in the dark .,2
"The staff was fine, and it was fine.",1
"i got this laptop 2 days ago and it says plugged in , not charged .",0
"other people online seem to have this same problem with the trackpad , but acer pretends they have never heard of it .",0
"the only real upgrade for the new one , before adding on options is faster memory .",2
love love love this laptop !,2
"fast delivery , thanks to amazon .",2
"The staff was adequate, and it met expectations.",1
"only wish the power button was somewhere else , its too easy to hit accidentally .",0
"The seating was fair, and it was satisfactory.",1
the m key popped off during initial setup .,0
"elegant design combined good performance , this laptop is almost flawless .",2
"absolutly horrible product , cheap components make for unreliable products , but when the nearest service location is 50 + miles away i wonder how much apple truly cares ?",0
this laptop is incredibly lightweight and slim ( ultimately won me over after years of lugging around a whopping 5lb levono ) .,2
but this one was a piece of trash .,0
great keyboard .,2
"The portion size was passable, but nothing special.",1
"The cleanliness was fair, and it was satisfactory.",1
otherwise i really do love it,2
"however , i tried to power it up today and kept receiving an error message right at startup that was a ` ` system boot violation ` ` .",0
"The service was satisfactory, and nothing stood out.",1
"The ambiance was reasonable, but not remarkable.",1
the audio is great .,2
"as far as gaming performance , the m370x does quite well .",2
"The ambiance was tolerable, and nothing stood out.",1
"the screen is a little smaller , but it ' s touch and even higher resolution .",2
my first mac and i ' m in love .,2
"The cleanliness was fine, and nothing stood out.",1
i thought the gizmo was neat but i was disappointed that i couldn ' t really use it the way i wanted to it that regards .,0
acer ' s customer service is by far the worst .,0
i am very happy with my chromebook !,2
with how slim this thing is i really don ' t see a need for the macbook air line .,2
it is great quality .,2
"love my new computer , there were some knicks on the outside but it works well",2
big screen !,2
this little computer is awesome and it was so inexpensive for what you get !,2
he likes it,2
"five stars with no doubt , thanks apple for such product",2
"the fan is almost always on even if you have it set to automatic , although it ' s not loud .",0
"The portion size was satisfactory, and it met expectations.",1
"The portion size was moderate, but not remarkable.",1
"The wait time was satisfactory, and it was fine.",1
i bought this in august and i have had to completely wipe 2x and rollback after every critical update since november .,0
multitasking is pretty good .,2
"i ' ve had this for about 3 weeks , and i ' m loving it .",2
"11 months after the purchase , it died .",0
screen is ips .,1
great buy .,2
"The ambiance was moderate, but nothing special.",1
"The decor was acceptable, but not remarkable.",1
google updates are super fast .,2
cons : the speakers make a loud muffled white noise while playing music on occasion .,0
"playing a movie couldn ' t even last the duration of the movie on the battery , again , disappointing .",0
i just received the computer back from repairs and it worked for about 2 days and the same problem started happening again .,0
"however , the bluetooth is a nightmare .",0
this laptop exceeds my expectations for a mid - price laptop .,2
"they are clearly working with more than one person at a time , and not effective multi - taskers .",0
this thing is amazing .,2
i love this little chrome book .,2
"The cleanliness was average, but nothing special.",1
"The cleanliness was acceptable, but not remarkable.",1
"after purchasing , this chromebook came with me on a 2 week trip to china .",1
even the touchpad and keyboard perform as well as the very best chromebooks currently available .,2
it does what i need it to do and with a sd card the memory is greatly improved .,2
the intel i3 processor simply flys .,2
"there ' s nothing i do n ' t like about this device , so in order of importance , here ' s what i love about it .",2
it has a weird smell that ' s why i ' m giving it 3 stars .,0
i have used it for business and school and wouldn ' t want any other computer for the job .,2
"also battery life is max 8 hours , not 10 .",0
"excellent computer , better than expected .",2
"The seating was fair, and it was fine.",1
"unfortunately , the touchscreen is extremely insensitive , making it unusable .",0
portability is also great due to the fact it ' s slim and very light and the fact it ' s a convertible is added value .,2
"The staff was satisfactory, and it was satisfactory.",1
"the hardware specs on this are very nice compared to other offerings : 4g ram , 32g storage , quad - core processor , etc .",2
"i am beyond impressed with this little machine , i would absolutly buy this again !",2
good for students that carry it from class to class .,2
"The staff was reasonable, but nothing special.",1
"very very very very weak battery and the play store is a joke , this thing still needs a lot of work to become a serious product .",0
a + device and i would highly recommend it .,2
"all of it feels very strudy ( within reason ) and has a nice , modern look and feel to it .",2
"in short , i would be very cautious as to ordering this product given the obvious history of quality control issues .",0
i liked the fact that lenovo came with the microsoft programs on it .,2
very disappointed in this machine .,0
i purchased mine in the gold color and its beautiful .,2
this is the worst computer i have ever owned .,0
everything lagged and the screen flickered .,0
"i bought this originally a few months back , died within a week .",0
"The staff was tolerable, and it was satisfactory.",1
i would never have thought that a chromebook would be so fun to use .,2
fans can get loud .,0
"if all you are looking for is a reliable laptop to write papers on or to browse the web , this is good .",2
they just don ' t get loud enough and that ' s crucial for me since i watch a lot of youtube and listen to music while doing other things on the machine .,0
"The portion size was adequate, and nothing stood out.",1
"The food was acceptable, but not remarkable.",1
"screen is not amazing but for the price , it gets the job done fine .",1
"for the backlighting , he sent me some zip files for atk and chipset which i don ' t know how to use and which i shouldn ' t have to use .",0
my desktop runs all my video editing software for my bigger and most demanding projects and my laptop is great for editing video and running pc games in places other than my home ( like school ! ),2
"screen looks good , it has a good battery life , keypad has some nice feedback , the works .",2
"The cleanliness was average, and it was fine.",1
"not as much i can do on it , but it is adequate .",2
horrible light bleed from the top edge of the screen,0
good looking laptop but hardware has several major problems .,2
this is something to reconsidered if one to buy the chromebook for doing homework and a lot of typing .,1
i hate the new keyboard the newer version comes with .,0
"feel totally comfortable with it , and will never go back to a pc .",2
"the 302 would be just about the perfect chromebook if it had smaller bezels , though .",2
"i have been using samsung chromebooks for 5 years , my 2012 chromebook was finally hard to charge , but it might have had something to do with having been dropped several times , and still running great , but hard to charge .",2
it has the specs but that ' s it ' s main downfall .,0
- keyboard keys have a shorter touch .,1
- display glass not glued well on one side .,0
i hate windows 10 .,0
"The price was tolerable, but not remarkable.",1
i really like my chromebook .,2
i made the mistake of thinking it was new .,0
"The service was fair, and it was fine.",1
"the 1080p screen is bright and has decent viewing angles , the hinge is smooth and solid enough to not shake when typing on your lap .",2
"however , my unit had several issues .",0
"i will admit that i needed to get used to a combination of keystrokes and screen touches , but the touch screen is both sensitive and accurate .",0
so $ 500 bucks down the drain as i ' m sure that isn ' t covered by any warranties .,0
i am really concerned that this was not strongly made and just pretty .,0
it has one serious flaw though which is that the audio out can not drive headphones ( or earbuds ) adequately .,0
"i would buy again , especially at this price .",2
"i still love the laptop , i ' m just a bit disappointed by this and i hope it ' s the only issue i see .",1
"it sounded clean and simple , exactly what we need .",2
very nicely packed in original box .,2
it has non existent boot times and updates are easy .,2
"The staff was average, and it met expectations.",1
"fast , sturdy with a beautiful display",2
"The wait time was fine, but not remarkable.",1
"you can right - click by using two fingers to tap the track pad at the same time ( or 2 fingers on the touchpad , using one of them to press press down / click the touchpad ) .",1
the keyboard is also one of the nicest most comfortable i have ever used .,2
initially the product lived up to the expectations .,1
"i find this chrome book is so much easy to use , it start up fast it is light weight ready to carry when traveling .",2
the screen is pleasantly satisfying with the touch screen and foldability .,2
the max screen brightness isn ' t very bright,0
i love asus but this one is super slow !,2
they do a ton of online homework and this is perfect for them .,2
"The staff was satisfactory, and nothing stood out.",1
"the chromebook is great as a truly mobile device - take it anywhere , open it up , and do whatever you need to do without being hassled and within moments .",2
i only wish this laptop had a removable battery other than that it ' s great .,0
the key board and mouse pad are not very sensitive .,0
"nicely sized , thin and portable , the works .",2
"The portion size was fine, and it was fine.",1
and the worst customer service ever !,0
this worked ok for about a year and then just totally died .,1
picked this up as something light and easy to carry around for working on personal coding projects while riding the bus .,2
"The seating was average, and it met expectations.",1
i ' ve been chatting with asus support for the past half hour and they make the sloth from zootopia look speedy .,0
"this is actually the first laptop that fitted all my needs , big clear screen , battery life sucks but this is a power house laptop meant to be in one place since its so big , very good computer replacement , amazing sound and screen and very fast .",2
very easy to set up and light to carry .,2
"lenovo should put a better battery in it , and should make a retrofit available .",0
"The wait time was reasonable, but not remarkable.",1
we ordered this chromebook for my son to use for school .,1
"sound has been fine , except for a few issues with an android app , and that can easily be software related as android is still in infant stages ( or at least toddler ) on chromebooks , and i expect those quirks will smooth out over time as chromebook software is updated on a very regular basis .",0
i bought this as a gift and was incredibly disappointed as it did n ' t even turn on after the initial charging .,0
"The food was tolerable, and nothing stood out.",1
"The cleanliness was adequate, and it was fine.",1
"The service was fine, and it was fine.",1
my father is very satisfied with this laptop,2
pro ' s : flip functions are great ; especially for watching movies or flipping through powerpoint or photos .,2
"The seating was fine, but not remarkable.",1
i love how much you can customize this and also it is pretty speedy !,2
"overall , i ' m definitely satisfied , i bought it wanting a well built laptop on the larger end ( which is why i ultimately went with the 14 inch ) with a solid material / frame .",2
wifi was pretty bad .,0
the playstore its immature .,0
the computer can not repair whatever disc issues it has .,0
"laptop was new , in perfect condition and works like a charm .",2
"The wait time was adequate, and it was fine.",1
"i am happy to say that this is a really well built , capable machine and i am very very happy with this chromebook .",2
"The food was fair, and it was satisfactory.",1
we have always liked lenovo laptops .,2
"upon further inspection , i had noticed that one of the side speakers was pushed in and the plastic surrounding it had a crack .",0
"The ambiance was fair, but nothing special.",1
- the hinges are just perfect .,2
i predict based on tests performed by other users on youtube with battlefield 4 ( frostbyte 3 engine ) that this machine will perform well with the impending starwars battlefront ( also frostbyte 3 ) .,2
the actual laptop is very much darker and blue .,1
"The price was adequate, and nothing stood out.",1
"The menu was fair, and nothing stood out.",1
awesome computer .,2
"i ' ve been waiting for this chromebook for some time now and having only had it for about two weeks , i can say that the device and purchase were well worth it .",2
- good ram,2
i will never buy another asus after this experience .,0
it is not a great build .,0
it has a quality construction making it feel like a much more expensive laptop and the performance is perfect for those who use a chromebook for everyday computing and entertainment .,2
"The staff was fine, but nothing special.",1
"The staff was acceptable, and it was satisfactory.",1
"The food was average, and nothing stood out.",1
"plus the screen is matte , so bright lights are n ' t glaring .",2
"however , when i switch back to laptop mode , the keyboard and trackpad are completely disabled and require a reboot to work again .",0
"not sure if this is simply a deal accident , but my ssd failed within 4 months .",0
i have been happy with this purchase .,0
"The decor was acceptable, and nothing stood out.",1
"this is my 3rd chromebook and it is , by far , the flakiest one i ' ve had .",0
"so i decided to use some of my christmas money to buy myself this one , and so far this is pretty awesome !",2
that is awesome .,2
"The decor was acceptable, and it was satisfactory.",1
he ' s very happy with it .,2
"the e15 has a bright , 1080p screen - text is extremely sharp .",2
the chromebook loads everything lightning fast and provides a simple user experience that gets you where you need to go quickly and efficiently .,2
"all that being said , you get a lot of bang for the buck with these three enhanced desktop / application options and i use all three in some capacity every day , so don ' t think your ' e isolated to just one approach .",2
one of the first things i noticed after firing up this device was how quiet and effortlessly it performs all tasks that i ask of it .,2
feels nice and looks good but it truly is the worst chromebook on the market !,2
i love this computer .,2
"performance wise , this is an excellent machine - it has a beautiful touchscreen , plenty of storage , converts to a tablet , and seamlessly connects to the google play store to run any of the millions of android apps available .",2
"The seating was adequate, and it was satisfactory.",1
- fingerprint reader is working well,2
"after 3 weeks using this flip , i am quite happy with its performance , design .",2
"well designed , nice fit and finish , and the build quality seems exceptional .",2
the battery lasts me days .,2
"The portion size was moderate, and nothing stood out.",1
it bothered me that i could accidentally press it while typing .,0
overall a good buy .,2
if you ' re on the fence i recommend this asus .,2
cons : delete key near the power button ( oops ! ),0
"The decor was satisfactory, and nothing stood out.",1
"The wait time was fair, and it was satisfactory.",1
the keyboard is okay .,1
also audio is pretty decent .,2
"even with the 2 - in - 1 flip hinge , the device has a solid feel and there ' s very little wobble in the screen while typing .",2
i bought this laptop on black friday for $ 700 and i ' m debating returning it because i ' ve had quite a few issues .,0
the keyboard is ok .,1
the customer / warranty service that i received was first class and i am very impressed by asus for this reason alone .,2
yay amazon customer service they replaced it immediately for me no questions asked .,2
this item cost me money .,0
wifi radio loses signal too frequently .,0
great product !,2
"The decor was tolerable, and it was satisfactory.",1
"all - in - all , i have been extremely satisfied so far with this purchase and am enjoying my not - so - cutting edge purchase .",2
you can ' t use it to edit a word document .,1
- it does slow down noticeably if you ' re doing too much at once .,0
highly recommend this laptop for mobile workers .,2
"The menu was tolerable, and nothing stood out.",1
"The cleanliness was reasonable, and nothing stood out.",1
"The price was reasonable, and nothing stood out.",1
"The service was acceptable, and it was fine.",1
boot time is basically non - existent .,2
camera is sd but not a problem .,1
"The staff was tolerable, but nothing special.",1
"The ambiance was passable, and it was satisfactory.",1
"The menu was passable, and it was satisfactory.",1
the new retina is amazing and the speed is awesome .,2
"again , overall i believe this is a great laptop with an amazing keyboard .",2
the one i purchased wasn ' t the cheapest but for peace of mind i gladly paid it .,2
"extremely disappointed that you can not run android apps on this chromebook , despite the description stating clearly that you can , and the seller responding to my question regarding this question .",1
at first i was totally stoked on this chromebook .,2
"for an office , you can give everyone a chromebook and their environment becomes available on login and disappears when they sign - out , and the machines can also be remotely managed if you ' re a google apps customer .",2
"also upon turning it on , i got a blue screen .",0
i just got this yesterday and i am very satisfied with the speed .,2
not bad for the a basic betty or plain jane laptop,1
"The decor was tolerable, but not remarkable.",1
"The staff was reasonable, and it met expectations.",1
* incredible display,2
- the keys themselves don ' t travel that much which i prefer .,2
"the build quality is top notch , screen looks wonderful , the keyboard feels comfortable and the back lit keys are a nice touch .",2
"The staff was acceptable, but nothing special.",1
the whole thing seems very sturdy but not stiff .,2
"The service was fair, but not remarkable.",1
this is a piece of garbage .,0
this is a great computer .,2
"The portion size was satisfactory, and it was satisfactory.",1
online support from asus says they only repair not replace .,0
it is a great laptop !,2
"cons : webcam doesn ' t have video - only takes pics ; awful , uncomfortable keyboard & trackpad ; chromebook extensions are lacking and don ' t address / make up for the limitations of this chromebook ; a bit heavy and clunky ; hard to figure out google cloud print",0
definitely a steal at the price i bought this for .,2
"not only is it a hdd , but its a slow one .",0
"only used it a short while , but it seems like a sturdy nice little laptop .",2
i ' ve had to reset the computer multiple times .,0
"when i first got it in the mail and i opened it up and turned it on for the first time , i was a little speechless because the retina display looks so good !",2
this chromebook not only meets those requirements it has exceeded my expectations .,2
"The cleanliness was fine, and it was satisfactory.",1
"the intel rst driver ( for the hybrid drive ) version is old , and causes rare system lockups .",0
the fans did not turn on loudly if at all .,2
"The location was reasonable, and it was fine.",1
screen not aligned perfectly .,0
the screen wasn ' t as clear or bright as i hoped .,0
the asus c302 is the best chromebook you can buy .,2
it integrates perfectly with my google account !,2
got my replacement recently and i haven ' t had any major issues so far .,1
none of their android versions were what i would call usable .,0
below medium build quality,0
"1 , bloatware from hell and 2 , a very cheap crappy 5400rpm hdd .",0
"The wait time was average, but nothing special.",1
"this is my first chromebook , and i ' m absolutely loving it .",2
i would not recommend this as a primary chromebook or even to buy it at all .,0
turned it off and on and the screen still stays black but you can hear it running .,0
beware that stains in the coating of the display have been detected in all of the macbook retina editions .,0
"The wait time was fair, and it met expectations.",1
this laptop ' s tocuhpad is by far the worst i have ever used .,0
- 360 degrees flipping is actually pretty practical,2
"The staff was passable, but not remarkable.",1
+ great and fast cpu and overall fast pc performance,2
"keeping the msi software is optional , a few of these are useful like burnrecovery to make a backup of your version of windows just in case anything happens .",1
"The staff was passable, and it was satisfactory.",1
"it ' s far too early in this machine ' s life to be encountering problems , the company has very poor customer service , and i would strongly recommend against purchasing .",0
great price for a brand new product .,2
"but this asus , who offered so much & rated over 4 stars , turned to a black screen , just over a month after i received it .",0
"The food was adequate, and it was fine.",1
computer arrived doa .,0
- physically it is appealing looking .,2
"as a computer , for typing and using internet in general , this computer is good .",2
no fans and stays reasonably cool unless you are playing a game .,0
i love this one !,2
"i use this for work , school , and to just watch videos or read books !",1
"The menu was moderate, and nothing stood out.",1
i love the feel of a lighter os and can do many tasks using google / web based apps .,2
i also like the display .,2
"even though i was upset at first for receiving a lemon , the performance of the working unit far outweighs any cons .",0
"The seating was average, and nothing stood out.",1
"it ' s lightweight , sleek , and sexy as hell .",2
"The staff was average, and nothing stood out.",1
"The portion size was reasonable, and nothing stood out.",1
"works great as a chromebook but chromebooks are still very limited for android compatibility , at least this one is .",2
"The food was fine, and it was fine.",1
"The service was reasonable, but nothing special.",1
"The portion size was adequate, and it met expectations.",1
sorry not a fan of windows 10 .,0
"one of the two usb ports is defective , which is an enormous pain .",0
love these chromebooks !,2
"The cleanliness was adequate, but nothing special.",1
"i love the mac laptops , they are durable , reliable , light with all day battery and have awesome designs .",2
i did not expect to have to return this product for an exchange the same day i got it .,0
"The decor was adequate, but not remarkable.",1
"the computer is nice , blah blah it has nice features but it stops working after a few months .",2
so far i really love this product !,2
one place that i find lacking in chromeos is the settings management .,0
i barely do anything on it and it is a complete garbage can of a laptop .,0
this is a brand i look for that i feel i can trust .,2
great laptop for expansion and upgrade .,2
but so far this laptop has been up to its expectations .,2
"i ' m not a power user , so it is perfect for my needs .",2
when switching between tablet and laptop mode quickly the screen will blink and turn off for an extended period of time before turning back on .,0
it ' s not worth what i paid for it .,0
this chromebook is fast .,2
very unsatisfied with warranty service .,0
"The menu was moderate, and it was satisfactory.",1
"the startup time is ridiculously fast , and just opening the laptop will turn it on and get you going on chrome within 10 seconds - i ' ve had as many as 12 tabs open , and it still ran smoothly .",2
"apple should ashamed to be associated with this cheap , lousy , clearly inferior , plastic nightmare - but then again , maybe that is exactly what they do want , so profits soar .",0
it takes up more than 1 / 3rd of the palm - area horizontal space and makes thumb - tapping mouse tweaks very easy .,2
easiest computer to start up ever .,2
easy to setup and use,2
love it .,2
battery life is right at 10 hours as advertised and the keyboard feels great when typing out emails .,2
"keep in mind , you have to pay $ for ms office where google docs is free .",2
keyboard key fragile .,0
"The price was satisfactory, but not remarkable.",1
so one star off for the keyboard .,0
"google is very concerned about arc to chromeos connections for security , etc etc .",1
"The wait time was fair, but not remarkable.",1
"The decor was passable, and it met expectations.",1
"The wait time was acceptable, but not remarkable.",1
love the mobility of this .,2
microphone is really low .,0
it is a good product at an affordable price .,2
love this laptop,2
"a lot of websites don ' t work properly with the chromebook , even though you ' re using the same browser .",0
"The decor was satisfactory, and it was satisfactory.",1
i don ' t really have anywhere to rest my hand when i use it because it ' s so large .,0
"i didn ' t want to spend much on this as it is my first laptop , but i was convinced by a few reviews to upgrade to this model as it has more ram and performs better in several areas .",2
computer looked excellent .,2
the hdd sounds more like scraping on tin rather than fine steel .,0
battery is all day amazing,2
we are loving this chromebook !,2
"The food was fair, and it met expectations.",1
beware this product seems to have no quality control .,0
"The price was average, and nothing stood out.",1
update : device now has full support for the play store on the beta channel .,2
samsung rma ' d the device to replace the screen .,1
"this is quality hardware , and it shows .",2
i ' ll end the review simply saying i ' m very happy overall with my purchase !,2
"the mbp trackpad is best in class and if you are not using a mouse , this makes a huge difference .",2
"The price was average, and it met expectations.",1
will not recommend it .,0
despite these cons i think this was a great purchase .,2
"udpate : after talking to tech support , i found out that they made the wrong repair .",0
"camera is not that good , so video call on mobile phone is better .",1
best pc bang for this level of buck .,2
that ' s how confident i am in the asus after 10 days .,2
apple used to make a wonderful product but my computer is now a useless paperweight until i have a new charger sent to me .,0
the screen is crisp and bright .,2
"The cleanliness was passable, and nothing stood out.",1
it has everything he wanted and needs .,2
"but just at first glance , this thing is top quality .",2
my 17 year old granddaughter loves it .,2
"The decor was satisfactory, but nothing special.",1
i ' ve used this daily for nearly eight months and have been very happy with .,2
this by far one of the best laptops i ' ve ever purchased .,2
"yes , this chromebook comes with the android app store pre - installed .",1
"only con would be that display is not that bright , although i would say at the brightest setting is probably where it should be .",0
no problems with this computer .,2
the screen is surprisingly poor .,0
the only problem is that there is no caps lock button on the keyboard .,0
i wish the display was able to go about 1 or 2 clicks brighter and about 1 click darker at the lowest setting .,0
"i also bought a wireless mouse , which paired perfectly .",2
it ' s the best solution i ' ve used for collaborating on a budget .,2
so sad to report that after only a few weeks my asus chromebook has a hairline fracture .,0
i did not get what i originally paid for .,0
"after seven months , the usb - c ports stopped charging .",0
"the metal case is really well built , and the fit and finish are virtually perfect .",2
"now my main complaint is that is it very slow , especially for a new computer !",0
i ' m still worried about the quality of capacitor and conductor inside this thing .,0
the device itself is light and handsome - but virtually useless for long documents .,2
"what ' s more , the price was perfect as a small investment into my small business .",2
"The portion size was adequate, but not remarkable.",1
also the battery life is great and lasts me an entire day ( i ' m usually on it all day too ),2
i use this for leisure activities and the ability to flip this around to watch movies is awesome !,2
"this chromebook is amazing , i have had zero issues with it thus far and i ' ve used it quite extensively during the semester .",2
the usb - c ports are nice and i found that a completely dead battery to fully charged time was about an hour .,2
"some of you will remember the asus “ transformer ” line of android tablets - pretty respectable tablets with tegra processors , decent builds , and most importantly - a keyboard dock that was far , far superior to any on - screen keyboard options .",2
they seemed to do nothing : fixing it was apparently my job .,0
losing the function keys for a toucher was a deal breaker .,0
"The staff was acceptable, but not remarkable.",1
"The decor was moderate, and it was satisfactory.",1
speaking of asus flip itself - it is great in every way !,2
"The food was average, but nothing special.",1
this computer has a great battery life and it is just like every other computer just smaller size and it is a great brand name .,1
- the battery life is at least 8 hours .,2
this thing is the ultimate mobile workhorse .,2
screen resolution is good .,2
plus the screen is bland .,0
this item is two months old and the power button repeatedly does not work .,0
"it boots in seconds , and i get ~ 10 hours out of the battery .",2
it also has pretty decent i / o with two usb 3 .,2
the battery capacity is 3 hours on a full charge,0
"with the recent apple upgrade to macbook pros ( the touch of genius bar or whatever ) , the price has jumped .",1
the only thing is that it does ' t have too much storage room .,0
"The seating was moderate, and it was satisfactory.",1
it was fully charged and i only turned it on a total of 3 times before the screen went blank .,0
the pro is by far the best .,2
"love my macbook , beautiful and use daily !",2
"The wait time was reasonable, and it was fine.",1
product worked great until it randomly stopped charging .,2
the battery will last a full day or two so it ' s very good for a middle school student .,2
"The cleanliness was adequate, and it met expectations.",1
i had this for all of a day before it began to have severe issues i set it back to factory settings and that worked for a time but it eventually had an issue with system 32 .,0
computer was used very little and stopped working after 6 months,0
the 1st problem that occurred is it kept shutting on and off .,0
i would definitely recommend this laptop to anyone who is looking for a cheap and nice computer .,2
"The portion size was tolerable, and it met expectations.",1
"price and product , outstanding .",2
the screen is great and the unit is fast .,2
setting it up is awkward because it ' s chrome .,0
all i got was a fancy 2lb metal slab that can only be used to swat flies .,0
i hope it is fixed this time .,0
"The service was fine, but nothing special.",1
i bought this for a light user and it seems like the chrome os is going to work well for her - simple and quick .,2
"wonderful machine fast , clean , solid i have to said that this guy i fell from my hands the first day i use , goes to the floor and nothing happens screen is perfect and nothing is damage !",2
it frequently crashes by displaying a bizarre screen displaying a large number of short horizontal lines and making a loud alarm noise .,0
horrible keyboard flex,0
"The cleanliness was average, and nothing stood out.",1
"we received it in august , and it worked fine for just 5 months and then the touch screen stopped working .",1
"pros : lightweight , fast , portable , great battery life ( 12 .",2
do not buy this laptop .,0
"first time users might have a hard time using the keyboard ( some keys like caps lock , pagedown , pageup , delete , home etc are missing , browse the internet to get the equivalent ones ) .",0
"The cleanliness was average, but not remarkable.",1
i give it 4 stars because i believe that these devices are perfect for adults who just want to surf the internet or watch netflix .,2
i would not buy this again !,0
