sentence,sentiment
i will be out with friends and all of a sudden i am hungry and i only crave one thing . . . their pizza .,2
i will go back to suan soon !,2
i will never return .,0
i wish i could be refunded !,0
"i wish i could like this place more , and i wish someone would retrain the staff .",0
i wish they would change back to what it was before .,0
i wo n ' t go back unless someone else is footing the bill .,0
i would defiantly come back here again as one of my top choices .,2
i would definitely recommend sea if you like thai cuisine !,2
i would go back .,2
i would highly recommand requesting a table by the window .,2
i would highly recommend .,2
i would highly recommend it .,2
i would never recommend this place to anybody even for a casual dinner .,0
i would not expect this for a $ 55 dinner .,0
"i would recommend roxy ' s for that , but not for their food .",0
i would say that all was fine and tasty but the heaviness on my stomach someting that i ca n ' t not mention or undermine .,0
"if celebrities make you sweat , then your in for a ride , but if your like most around these parts then you ' ll just yawn and wonder whats with all the hype .",0
if i could give 0 stars i would do so for this place .,0
if it seemed possible to do so while there i would have fought my bill since my dinner portion of my meal was inedible !,0
"if only they delivered , they ' d make a mint !",1
"if the weather is nice , try to snag an outside table .",2
"if we were to move from the upper east side , we would genuinely miss this restaurant .",2
"if you ' re daring , try the balsamic vinegar over icecream , it ' s wonderful !",2
"if you ' re into being lost when you ' re just five feet from your table then hey , that ' s a good thing .",0
if you ' ve ever been along the river in weehawken you have an idea of the top of view the chart house has to offer .,2
"if you are going for the food , it will not be worth it .",0
"if you are looking for a good quality , cheap eats - this is the place .",2
"if you are the type of person who likes being scared and entertained , this is a great place to go and eat .",2
"if you do n ' t like it , i do n ' t know what to tell you .",2
"if you do n ' t mind pre - sliced low quality fish , unfriendly staff and a sushi chef that looks like he is miserable then this is your place .",0
"if you go , try the marinara / arrabiatta sauce , the mozzarella en carozza is mmmmmmmm . . . . . everything is just delicious .",2
"if you go here , do it on his off - night .",0
if you like spicy food get the chicken vindaloo .,2
if you like your music blasted and the system isnt that great and if you want to pay at least 100 dollar bottle minimun then you ' ll love it here .,0
"if you venture off the island of manhattan and ca n ' t seem to find a great italian restaurant , drive to corona .",2
if you want good authentic thai this place is not the place to go .,0
if you want something really different than try jekyll and hyde .,2
"if you ’ re planning to come here , make sure that your date is someone whom you really like since you ’ ll be ushered to private booths where there will be no people or food watching ( choose the ones on the ground level that have glass ceilings so you may see the stars in the sky ! ) .",2
"im not necessarily fanatical about this place , but it was a fun time for low pirces .",2
"immediately after we paid , the waiter took the money and said , okay , you guys are outta here .",0
"in about 12 minutes , the thing is gone .",2
"in an area sadly lacking in decent thai food , this is one of the best spots .",2
"in any event , this is a place i ' ll be sure to stop by again when i ' m in this part of town .",2
"in fact , it appears he is going to go postal at any moment .",0
in summer - eat outside on a terrace ( another great feature of suan ) ! ! !,2
in the end you end up with a fair tab and nothing but a great time ! ! !,2
"in the evening , this place attracted a well dressed , with it , ny crowd .",2
"in the summer months , the back garden area is really nice .",2
"indo chinese food , pretty good . . .",2
indoor was very cozy and cute .,2
"inexpensive , unassuming , great time !",2
ingredients are organic which is a real plus for me .,2
"inside is a little cramped , but to be expected .",1
it ' s a great place to order from or sit - in .,2
"it ' s a little out of our price range for dining there except on special occasions , but we ' ve eaten there 6 times in the last 2 years .",0
it ' s a nice place to relax and have conversation .,2
it ' s a perfect place to have a amazing indian food .,2
it ' s a rather cramped and busy restaurant and it closes early .,0
it ' s a small cute restaurant .,2
it ' s all about the food ! !,2
"it ' s boring on the inside , and our sushi was pretty below average . . . the tuna was soggy and the other rolls had no flavor .",0
it ' s cuz it ' s so good you need to taste it ! ! !,2
it ' s definately not a place to go if you want to impress someone .,0
it ' s delicious !,2
it ' s great to go for a quick lunch either alone or with a friend .,2
"it ' s just average , just shredded , no seasoning on it .",0
it ' s one of our favorite places to eat in ny .,2
it ' s simply the best meal in nyc .,2
it ' s somewhere you can eat and be happy .,2
it ' s the only place you can get yummy authentic japanese comfort food .,2
it ' s to die for !,2
it ' s very spicy but not offensive .,2
"it does n ' t look appetizing as it ' s covered in squid ink and it turns your lips and teeth black , but the taste was phenomenal .",0
it hits the spot every time,2
it is a lot of fun with live entertainment and all kinds of disney type special effects .,2
it is also extremely well priced .,2
it is expensive but well worth the money .,0
"it is nearly impossible to get a table , so if you ever have the chance to go here for dinner , do not pass it up .",2
it is not consistent .,0
it is obvious that no one in the restaurant has any idea about or experience with japanese cuisine .,0
"it is set far from the small street it ' s on , and there is no traffic noise .",2
it is so romantic .,2
"it is terrific , as is the value .",2
it is thick and slightly soggy .,0
it is very overpriced and not very tasty .,0
it just was n ' t thai .,0
it looked like shredded cheese partly done - still in strips .,0
"it may be a bit packed on weekends , but the vibe is good and it is the best french food you will find in the area .",2
"it melted in my little mouth and the perfect consistency - not too fishy , creamy , and slightly buttery .",2
it was $ 14 not really bad for a pound of pastrami - but it did n ' t have much taste - i ' ve had better for less elsewhere !,1
it was divine melts in your mouth .,2
"it was n ' t as if this restaurant had any major bragging points before hand , but now it ' s simply repulsive .",0
it was pretty inexpensive too .,2
it was really good pizza .,2
"it was served with skin , over a bed of extremely undercooked spinach and mashed potatoes .",0
"it was the first place we ate on our first trip to new york , and it will be the last place we stop as we head out of town on our next trip to new york .",2
it was totally overpriced - fish and chips was about $ 15 . . . .,0
it was well worth the wait .,2
it was wonderful .,2
it ’ s just you and your date and an occasional cute ‘ excuse me ’ before the waiter opens the little curtain to your booth !,2
"its a little out of the way if you do n ' t live in the neighborhood , but definitely worth the trip from wherever you are .",0
its alright,1
"its dark , and cozy . . there is always jazz music playing when we go .",2
"its just a fun place to go , not a five star restaraunt .",1
"its location is good and the fact that hutner college is near and their prices are very reasonable , makes students go back to suan again and again .",2
ive asked a cart attendant for a lotus leaf wrapped rice and she replied back rice and just walked away .,0
"judging from previous posts this used to be a good place , but not any longer .",0
"just because it ' s cheap does not mean the portions are small or the food is nasty , it is great !",2
just not good at all .,0
"just straight up cheap , good food .",2
just want to warn you all - do n ' t waste your time and money .,0
keep up the good work .,2
keep up the good work guys !,2
"kind , attentive wait staff .",2
kind of a small place but i guess if they are not too busy might be able to fit a group or kids .,1
"leon is an east village gem : casual but hip , with well prepared basic french bistro fare , good specials , a warm and lively atmosphere .",2
less than three minutes passed before i found myself doubled over the toilet .,0
lexicographers take note : a new and fascinating definition of rudeness is alive and flourishing right here in brooklyn .,0
lives up to the hype,2
"lobster was good , nothing spectacular .",1
located at the end of a magnificent block .,2
"look , the appetizers were really good .",2
"looking around , i saw a room full of new yorkers enjoying a real meal in a real restaurant , not a clubhouse of the fabulous trying to be seen .",2
love al di la,2
love pizza 33 . . .,2
love the atmosphere - felt like i was in paris .,2
love the food .,2
"love the scene first off - the place has a character and nice light to it . . very fortunate , location wise .",2
love their drink menu .,2
"love this place , every time we are in the city this is one of the places we always go .",2
love yuka .,2
loved it,2
loved it !,2
"luckily we saved room for the bbq salmon , sea bass and crispy duck .",2
lucky strike is a great casual place to just grab a bite to eat .,2
maggot in the food !,0
maitre - d - ' ' eat and get out ' ',0
mazing interior .,0
mermaid inn is an overall good restaurant with really good seafood .,2
mine tasted like the bartender had forgotten to add the tequila .,0
mine was a little burnt but still delicious with goat cheese and panchetta ( raddichio was kind of bitter though ) .,0
"mistakes happen , but they are usually accompanied by an apology , perhaps even a glass of wine . . . but not the grunt that we received from the al di la staff .",0
mizu is home to creative and unique rolls not to found anywhere else .,2
mizu is the japenese find in grammercy .,2
mmmmm . . . it was delicious .,2
mmmmmmmmmmmmmmm so delicious,2
moderate prices .,1
more williamsburg garbage,0
"most importantly , food is excellent .",2
most of the booths allow you to sit next to eachother without looking like ' that ' couple .,2
"most of the servers are very attentive , friendly and quite attractive .",2
"moules were excellent , lobster ravioli was very salty !",2
much of the time it seems like they do not care about you .,0
murray wo n ' t do it .,0
mussles and calamari were superb saturday evening .,2
my boyfriend and i went there to celebrate my birthday the other night and all i can say is that it was magnificent .,2
my boyfriend had prime rib it was good .,2
my boyfriend had the new england chowder it was good but i think the award should go to the lobster bisque .,2
my chicken was inedible as there were so many fatty lumps which i had to keep spitting out into my napkin .,0
my chow fun and chow see was really bland and oily .,0
"my father had the flank steak which was very good , and my mother had the swordfish .",2
my fav was the sassy lassi . . .,2
my favorite place lol,2
my friend devoured her chicken and mashed potatos .,2
my friend from milan and myself were pleasantly surprised when we arrived and everyone spoke italian .,2
my friend got the mushroom pizza which tasted better .,2
"my friends settled for rice dishes , but we came back the following day to try the dim sum , which was good . . . not outstanding , but good .",1
"my girlfriend , being slightly more aggressive , and having been equally disgusted causing her to throw out the remainder of her barely eaten meal , called back only to be informed that i was probably wrong and that it was most likely an oyster , and that we were also blacklisted from their restaurant .",0
my girlfriend and i stumbled onto this hopping place the other night and had a great time !,2
my husband and i have been sold on this from the first visit .,2
"my husband said he could ' ve eaten several more , the portion was fine for me he even exclaimed that the french fries were the best he has had .",2
my husbands birthday and my sons was not as it was intended . . . and we drove two hours to spend too much money to be treated terribly !,0
"my husbands was perfect , my was well done and dry .",2
"my main concern was the sanity of the food that was being sent out to myself and others , but i would be lying is i said that as someone who has worked in restaurants since the age of fifteen i was expecting at least a minimal effort on the part of the restaurant to amend the situation .",0
"my mom originally introduced me to this place , but even she ( being indian ) feels the food can be somewhat over the top spicy and far too oily .",0
"my party had the bbe $ 29 fixe prix menu , which was such a wonderful deal since it also came with a flight of sake !",2
my roommate and i love this place .,2
my six year old loved it .,2
my son and his girlfriend both wanted cheeseburgers and they were huge !,1
"my wife and i always enjoy the young , not always well trained but nevertheless friendly , staff , all of whom have a story .",2
my wife and i ate here earlier this week and have not stopped ranting and raving about the food .,2
my wife had barely touched that mess of a dish .,0
my wife had the fried shrimp which are huge and loved it .,2
myagi is one of my favorite restaurants in the city ; the place the negative reviews describe sound like they were somewhere else .,2
never again !,0
never fails to please .,2
never got an explanation as to what was going on .,0
never have i had such dramatic delivery guys ( a lot of huffing and panting and muttering under breath b / c i live in a walkup ) who always seem disappointed with their tips .,0
"never swaying , never a bad meal , never bad service . . .",2
"nevertheless , i finished my plate , and that ' s when i found a maggot in mushroom sauce at the bottom .",0
"nice atmosphere , the service was very pleasant and the desert was good .",2
nice family owned traditional restaurant .,2
nice for one time special occasion .,2
nice value .,2
nice view of river and nyc .,2
"no desert menu , no apology , nothing ! ! ! ! ! !",0
no gimmicks here - - the food speaks for itself in its freshness and preparation .,2
no pizza 33 for me !,0
no plans to return anytime soon .,0
no thanks ! ! !,0
"nobody at this restaurant will give firm answers about anything and in the end , not one person takes responsibility for anything .",0
none was made so i hung up .,0
noodle pudding is exactly the type of service and food i enjoy .,2
noodles with shrimp and chicken and coconut juice is the must !,2
not a great place for family or general dining .,0
not a very fancy place but very good chinese style indian food .,1
not because you are ` ` the four seasons ` ` . . . – you are allowed to charge an arm and a leg for a romatic dinner .,0
not cheap but very yummy .,0
not enough wines by the glass either .,0
not impressed with the food .,0
"not much of a selection of bottled beer either , we went with brahma .",0
not one of our meals was edible - bland and / or made with weird rosemary or orange flavoring .,0
"not only is it an adventure getting to this somewhat hidden spot , once you enter the unmarked wooden doors , the zen and intimate decor will make you feel like you ’ re no longer in the city .",2
"not only is the cuisine the best around , the service has always been attentive and charming .",2
not only is the food,2
"not sure where the previous reviewer , lonk , dined , but saul is in a great neighborhood and has great food !",2
not sure why this restaurant would be rated that highly .,0
"of course , it is crowded but who cares .",1
"oh , and i never write reviews - - i just was so moved by how bad this place was , i felt it was my duty to spread the word .",0
"oh , and there ' s hookah .",2
"oh speaking of bathroom , the mens bathroom was disgusting .",0
okay - i do n ' t mind the oily part ( cause most are cooked that way ) but it was way too bland .,0
on a hot day it was fabulous to stop in and enjoy lunch .,2
"on a recent sunday afternoon , a friend and i accidently found this great restaurant on our way to see the pulitzer prize winning play doubt .",2
"on our last visit , they skipped over our name on the list , leaving us waiting an extra hour for a table .",0
"on that scale , it ' s a world - beater .",0
"on the way out , we heard of other guests complaining about similar issues .",0
"once you step into cosette , you ' re miraculously in a small , off - the - beaten path parisian bistro .",2
once you try it for a special occasion beware . . you ca n ' t stop !,2
one of my favorite places in brooklyn .,2
one of my favorite places in manhattan .,2
one of the best,2
"one of the best , if not the best , restaurants in park slope ( and ny in general )",2
one of the best hot dogs i have ever eaten .,2
one of us actually liked the expresso - that ' s it .,2
"one special roll and one regular roll is enough to fill you up , but save room for dessert !",2
"one would think we ' d get an apology or complimentary drinks - instead , we got a snobby waiter would n ' t even take our order for 15 minutes and gave us lip when we asked him to do so .",0
only complaint is the pricing - - i believe it would be more reasonable to pay a dollar less on each item listed on the menu .,0
"only drawback - they wo n ' t toast your bagel , and they do n ' t make eggs for the bagel .",0
open late ( well as late as i ever got there and i ' m a night person ),2
"other guests enjoyed pizza , santa fe chopped salad and fish and chips .",2
our experience did not ever get any better .,0
our family never expected such incredible entertainment in a restaurant .,2
our food was great too !,2
our server was very helpful and friendly .,2
"our teenage kids love it , too .",2
"our visit their to say the least , was an unpleasant and costly experience !",0
"our waitress was n ' t mean , but not especially warm or attentive either .",1
over 100 different choices to create your own .,2
over all it was a very nice romantic place .,2
over all the looks of the place exceeds the actual meals .,2
"over the years the host , vittorio , and his crew , have always treated me as family - - although with all the business this not - so - little gem does , it amazing he ' s even able to remember a consistent but not - so - frequent visitor .",2
"overall , decent food at a good price , with friendly people .",2
"overall , excellent restaurant !",2
"overall , not worth the money .",0
overall i would recommend it and go back again .,2
"overall the food quality was pretty good , though i hear the salmon is much better when it has n ' t sat cooling in front of the guest .",2
overpriced and not tasty,0
overpriced japanese food with mediocre service,0
pacifico is a great place to casually hang out .,2
patsy ' s pizza = true love,2
"paul , the maitre d ' , was totally professional and always on top of things .",2
"peppers , onions , relish , chilli , cheeses , you name it .",2
personal pans are the perfect size for those hungry nights .,2
"personally i like the margherita pizza better , but they are all good .",2
"pizza - the only pizza in nyc that should not have additional toppings - the crust tastes like the best , freshly baked bread !",2
pizza here is consistently good .,2
"pizza is terrific , as is homemade pasta .",2
pizza was a little soggy .,0
"place is open till late , no dress code .",2
planet thai is great !,2
"planet thailand has always been a hit with me , i go there usually for the sushi , which is great , the thai food is excellent too .",2
please be aware that it ' s cash or amex only !,1
please do n ' t fool us .,0
polite acknowledgement is out ;,0
poor service and management,0
possibly the most romantic restaurant in the city,2
price and quality of fish alone will keep us from making a return visit .,0
"price is high but the food is good , so i would come back again .",2
priced at upper intermediate range .,0
prices are fair across the board for both food and bev .,2
prices are in line .,1
prices are very good .,2
prices too high for this cramped and unappealing resturant .,0
probably would not go again . . .,0
probably would not go back here .,0
problem is nothing at prune is particularly memorable .,0
"quacamole at pacifico is yummy , as are the wings with chimmichuri .",2
quick and friendly service .,2
"quite frankly , this is some of the worst sushi i have ever tried .",0
quite simply it ' s like stepping out of manhattan and into a haven of tranquility .,2
rao ' s has the best service and atmosphere in nyc .,2
"rao is a good restaurant , but it ' s nothing special .",1
ravioli was good . . . but i have to say that i found everything a bit overpriced .,2
raymond the bartender rocks !,2
"red dragon roll - my favorite thing to eat , of any food group - hands down",2
"regardless , we ' ll be back and ca n ' t wait to visit in the summer to take advantage of the patio .",2
"reliable , fresh sushi",2
remind me of home .,2
restaurant with a view,1
right off the l in brooklyn this is a nice cozy place with good pizza .,2
"rude service , medicore food . . . there are tons of restaurants in ny . . . stay away from this one",0
run do n ' t walk .,2
salads are a delicious way to begin the meal .,2
salads were fantastic .,2
sauce was watery and the food did n ' t have much flavor .,0
saul is the best restaurant on smith street and in brooklyn .,2
save yourself the time and trouble and skip this one !,0
"seating is always prompt , though the restaurant does fill up in the evening .",2
"seriously , this place kicks ass .",2
"servers are all different , greg is my favorite .",2
"service , however , was excellent . . . and i liked the setting / atmosphere a lot .",2
service - friendly and attentive .,2
"service here was great , food was fantastic .",2
service is average .,1
service is fast and friendly .,2
"service is friendly , and never had a problem walking in and getting a table .",2
"service is not exactly five star , but thats not really a big deal .",1
service is not what one would expect from a joint in this price category .,0
service is not what you are coming here for . . .,0
service is top notch .,2
service not the friendliest to our ` ` large party ' ' !,0
"service ok but unfriendly , filthy bathroom .",0
service was also horrible and the ambience is not that great .,0
service was also very good .,2
"service was devine , oysters where a sensual as they come , and the price ca n ' t be beat ! ! !",2
"service was just ok , it is not what you ' d expect for $ 500 .",0
"service was prompt , friendly and great .",2
service was prompt and courteous .,2
service was quick .,2
"service was slow , but the people were friendly .",0
service was slow had to wait to order and get food although not crowded .,0
"service was very good - prompt , attentive and non - intrusive .",2
service was wonderful ;,2
she just nodded and walked off .,0
"she replied ` ` well it would be more convenient for us if you ordered now , since you are a larger party , and it might get crowded . ' '",0
"she then put the check down without asking if we were done , and came to check on the bill every two minutes , even though we were one of three occupied tables .",0
she was very helpful in suggesting us drinks and helped us in ordering a lot of good dishes since we knew nothing about indian food .,2
"short and sweet – seating is great : it ' s romantic , cozy and private .",2
simply some good tasting chinese food at incredible prices . . .,2
skip dessert .,0
"skip this restaurant , it ' s a big disappointment .",0
slightly above average wines start at $ 70 + with only one selection listed at $ 30 + .,0
slightly on the pricey side but worth it !,0
"so , i switch with my boyfriend again to see if maybe i could stomach the meat and spinach again , but the spinach was so undercooked that i just could not bite through it .",0
"so , if you ' re walking by and thinking about dining , you might want to see who ' s going to be seating you first . . .",0
"so close , but not good enough .",1
so delicious ! ! ! ! ! !,2
so good,2
so i decide to report back to the waitress because it was completely inedible .,0
so rude ! ! !,0
so rushing us out was absolutely unnecessary !,0
so what you really end up paying for is the restaurant not the food .,0
some pineapple covered in a glaze of some kind and some pear tart thing not impressive at all .,0
somehow working the italian charm with constant mille grazie does not constitute proper service .,0
someone else recommended the dessert - we also left that .,0
"sometimes i get bad food and bad service , sometimes i get good good and bad service .",0
sometimes i get good food and ok service .,2
"sometimes tables do n ' t understand his sense of humor but it ' s refreshing to have a server who has personality , professionalism , and respects the privacy of your dinner .",2
spreads and toppings are great - though a bit pricey .,2
staff is very accomodating .,2
stay away,0
stepped on my foot on the second time he reached over me to adjust lighting .,0
stepping into casa la femme last night was a true experience unlike any other in new york !,2
"stick with the chicken , beef , and lamb dishes .",2
"still , any quibbles about the bill were off - set by the pour - your - own measures of liquers which were courtesey of the house . . .",2
still we keep going back : ),2
suan is a great place that i often take my friends ( classmates ) too .,2
such a disappointment . . .,0
super yummy pizza !,2
surprised that a place of this caliber would advertise it as kobe .,0
surprisingly nothing could be further from the truth .,2
sushi experience was unbelievable with my fiance .,2
taking hot dogs to the next level,2
tasty dog !,2
taxan delicious !,2
"terrible , terrible management - deserves to be shut - down .",0
terrible waste of money . . scammers,0
terrible would be a compliment !,0
thank you everyone at water ' s edge .,2
thanks bloom ' s for a lovely trip .,2
the all - u - can - eat sushi is definitely in very poor quality .,0
"the ambience was nice , but service was n ' t so great .",2
"the ambience was so fun , and the prices were great , on top of the fact that the food was really tasty .",2
"the anti - pasta was excellent , especially the calamari , as were the filling pasta mains .",2
the appetizers are also delicious !,2
the appetizers we ordered were served quickly - an order of fried oysters and clams were delicious but a tiny portion ( maybe 3 of each ) .,2
"the atmosphere is n ' t the greatest , but i suppose that ' s how they keep the prices down .",0
the atmosphere is noisy and the waiters are literally walking around doing things as fast as they can .,0
"the atmosphere is nothing special , but it feels like a sushi establishment in tokyo .",2
the atmosphere is relaxed and casual .,2
"the atmosphere is unheralded , the service impecible , and the food magnificant .",2
the atmosphere was great .,2
"the atmosphere was pretty nice but had a bit lacking , which it tries to make up for with a crazy scheme of mirrors .",0
"the back garden sitting area is very pleasant , where you can see their personal herb garden .",2
the bagel was huge .,2
"the bagels always warm , soft on the inside , crispy on the outside and enormous in size .",2
the baked clams octopus we shared as appetizers were the best we ' ve ever had ! !,2
"the bar drinks were eh , ok to say the least .",0
the bar is very well stocked with interesting beers and well priced wines .,2
the best !,2
the bestt !,2
"the bibimbap was average , but the stone bowl was n ' t even close to sizzling .",1
"the blond wood decor is very soothing , the premium sake is excellent and the service is great .",2
the boths are not as small as some of the reviews make them out to look they ' re perfect for 2 people .,2
the bread we received was horrible - rock hard and cold - and the ` ` free ' ' appetizer of olives was disappointing .,0
the brioche and lollies as party favors is a cute and sweet touch to a most memorable meal .,2
the buffet had a nice selection .,2
"the chicken lollipop is my favorite , most of the dishes ( i have to agree with a previous reviewer ) are quite oily and very spicy , espeically the chilli chicken .",0
"the chicken pot pie is exceptional , the cheeseburger huge and delictable , and the service professional wan warm .",2
the cold appetizer dishes taste like the way i remember them to taste when i was growing up in taiwan .,2
the combination of super - fresh ingredients in the dishes are unusual but really delicious .,2
the concept of japanese tapas is newly created and clearly does n ' t work .,0
the counter service is bad .,0
the cream cheeses are out of this world and i love that coffee ! !,2
"the crust has a great bite and a good chew , the sauce is light with a nice acidity to it , the salt from the cheese is great , really heightens the flavor of all the other components .",2
"the crust is thin , the ingredients are fresh and the staff is friendly .",2
the crust was imazingly cooked well and pizza was fully loaded : ) : ) : ),2
"the dancing , white river and millenium rolls are musts .",2
the decor however seems to be the distraction so you wo n ' t notice that you just payed 300 bucks for some cold eggplant that took 2 frickin hours to come ! ! ! !,0
"the decor in this place is very diner - ish and the kind of place you expect in the east village - not romantic , just simple , small and sparse .",1
"the decor is night tho . . . but they really need to clean that vent in the ceiling . . . its quite un - appetizing , and kills your effort to make this place look sleek and modern .",0
the decor is very simple but comfortable .,2
"the decor is vibrant and eye - pleasing with several semi - private boths on the right side of the dining hall , which are great for a date .",2
the design and atmosphere is just as good .,2
the design of the space is good .,2
"the dessert ( we had a pear torte ) was good - but , once again , the staff was unable to provide appropriate drink suggestions .",2
the dining room is quietly elegant with no music to shout over - - how refreshing !,2
"the dinner was ok , nothing i would have again .",0
the dishes came out around 5 minutes apart .,0
"the dishes offered were unique , very tasty and fresh from the lamb sausages , sardines with biscuits , large whole shrimp to the amazing pistachio ice cream ( the best and freshest i ' ve ever had ) .",2
"the dj is awesome , i have been there for my birthday and a bunch of other times with friends and i keep going back .",2
"the dosas are skimpy , unattractive and drip with grease , and personally i ' d drink popcorn topping before i ' d eat another one of these .",0
the drinks are always well made and wine selection is fairly priced .,2
the drinks are amazing and half off till 8pm .,2
"the drinks are great , especially when made by raymond .",2
the duck confit is always amazing and the foie gras terrine with figs was out of this world .,2
the entertainment was great they have shows that go on through out the dinner .,2
the entree was also very good .,2
"the entree was bland and small , dessert was not inspired .",0
the entrees were served with miso soup and rice .,1
the exotic food is beautifully presented and is a delight in delicious combinations .,2
the farro salad and the mashed yukon potatoes were also extremely tasty .,2
the filet mignon dish was superb !,2
"the first time i went , and was completely taken by the live jazz band and atmosphere , i ordered the lobster cobb salad .",2
"the first time the sushi was outstanding , the second time it was a little bland .",0
"the fish was adequate , but inexpertly sliced .",0
the fish was not fresh and the rice tasted old and stale .,0
"the fish was really , really fresh .",2
the flavors are amazing and the value is phenomenal .,2
the flavors robust and subtle .,2
"the floor was wet , the trash can filled with hand towels n all over the floor , no soap , and no hand towels left .",0
"the food arrived 20 minutes after i called , cold and soggy .",0
the food arrived in about 15 minutes .,1
the food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you do n ' t like .,2
the food here does a great service to the name ( cantonese that is . . . ) .,2
"the food however , is what one might expect .",0
the food is a diamond in rough - - the food is delicious and homemade with the perfect balance of herbs and tomatoes .,2
the food is all shared so we get to order together and eat together .,2
the food is always fresh . . .,2
"the food is amazing , rich pastas and fresh doughy pizza .",2
the food is amazing . . . especially if you get the chef ' s tasting menu and your favourite bottle ( or two ! ) of wine from an extensive selection of wines .,2
the food is authentic italian - delicious !,2
the food is decent .,1
"the food is decent at best , and the ambience , well , it ' s a matter of opinion , some may consider it to be a sweet thing , i thought it was just annoying .",0
"the food is delicious - from the specials to the regular menu - fare , the dishes are never a disappointment .",2
the food is excellent !,2
"the food is flavorful , plentiful and reasonably priced .",2
"the food is good , i ca n ' t lie .",2
the food is great and reasonably priced .,2
the food is great and the environment is even better .,2
the food is great and they have a good selection of wines at reasonable prices .,2
"the food is outstanding and the service is quick , friendly and very professional .",2
the food is prepared quickly and efficiently .,2
the food is reliable and the price is moderate .,2
the food is so cheap and the waiters are nice .,2
the food is tasty and portion sizes are appropriate .,2
"the food is very average . . . the thai fusion stuff is a bit too sweet , every thing they serve is too sweet here .",0
"the food is very good , but not outstanding .",2
"the food is wonderful , tasty and filling , and the service is professional and friendly .",2
"the food is yummy , especially their cooked - to - perfection mussels in spicy tomato sauce and their shoestring crispy fries .",2
the food looked very appetizing and delicious since it came on a variety of fancy plates .,2
the food now is inconsistent .,0
the food tasted very good .,2
the food was absolutely amazing ! !,2
the food was actually aweful .,0
"the food was amazing , and the service was prompt and helpful , but not over - bearing or rushed .",2
the food was average or above including some surprising tasty dishes .,2
"the food was average to above - average ; the french onion soup filling yet not overly impressive , and the desserts not brilliant in any way .",2
the food was bland oily .,0
"the food was delicious ( i had a halibut special , my husband had steak ) , and the service was top - notch .",2
the food was delicious but do not come here on a empty stomach .,0
"the food was excellent as well as service , however , i left the four seasons very dissappointed .",2
the food was exceptional .,2
"the food was good , the place was clean and affordable .",2
the food was good .,2
the food was good too .,2
"the food was great and tasty , but the sitting space was too small , i do n ' t like being cramp in a corner .",2
the food was lousy - too sweet or too salty and the portions tiny .,0
the food was mediocre at best but it was the horrible service that made me vow never to go back .,0
"the food was not fresh , the sauces were bland and very oily .",0
the food was pretty tradional but it was hot and good with large portions .,2
the food was well prepared and the service impecable .,2
"the food we ordered was excellent , although i would n ' t say the margaritas were anything to write home about .",2
"the four seasons has history and it is a sort of landmark of new york city restaurants , but trust me , they will charge you through the nose just so that you can say ` ` i ' ve been to the four seasons restaurant ' ' .",1
the four seasons restaurant is a great experience .,2
"the freshest , best variety , and the fastest delivery .",2
the fried dumplings are great !,2
the frizzy retro girl ( with winged / dame edna glasses ) will yell at you if you try to order a drink .,0
the have a great cocktail with citrus vodka and lemon and lime juice and mint leaves that is to die for !,2
"the have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious , if i must recommend a dish it must be the pumkin tortelini .",2
the hostess and the waitress were incredibly rude and did everything they could to rush us out .,0
the hostess is rude to the point of being offensive .,0
the hostess was rude and i got a distinct feeling that they did not want to serve us .,0
the hostess was very pleasant .,2
"the hot dogs are good , yes , but the reason to get over here is the fantastic pork croquette sandwich , perfect on its supermarket squishy bun .",2
"the hot dogs are top notch , and they ' re slamwich is amazing !",2
the hot dogs were juicy and tender inside and had plenty of crunch and snap on the outside .,2
"the in - house lady dj on saturday nights has outrageously good taste in music , and moreover , takes requests .",2
the jukebox plays everything from italian opera to the strokes .,2
"the kitchen however , is almost always slow .",0
"the lamb was tender so full of flavor , the dessert was divine ! !",2
"the large selection of bruschettas , paninis , tramezzinis keep the palate from stagnating .",2
the last time i walked by it looked pretty empty . hmmm .,0
"the last two times i ordered from here my food was soo spicy that i could barely eat it , and the spice took away from the flavor of the dish .",0
the lava cake dessert was incredible and i recommend it .,2
the level of rudeness was preposterous .,0
"the lobster knuckles ( special of the day ) were ok , but pretty tasteless .",0
the lobster sandwich is $ 24 and although it was good it was not nearly enough to warrant that price .,2
the lobster sandwich is good and the spaghetti with scallops and shrimp is great .,2
the location and ambience is ok but the food is what makes up for it .,1
the location is perfect .,2
the lox is always fresh too .,2
the lunch buffet is expensive but is deff worth it .,2
the main entree was also very good .,2
"the manager came to the table and said we can do what we want , so we paid for what we did enjoy , the drinks and appetizers , and walked out .",2
"the manager finally said he would com # # p the two glasses of wine ( which cost less than the food ) , and made it seem like a big concession .",0
the manager was rude and handled the situation extremely poorly .,0
"the meat is fresh , the sauces are great , you get kimchi and a salad free with your meal and service is good too .",2
the menu has so many fish items and oysters .,2
the menu is fairly simple without much descriptions .,1
"the menu looked great , and the waiter was very nice , but when the food came , it was average .",2
the mussels were fantastic and so was the dessert . . . definitely going to be back very soon .,2
"the mussles were the fishiest things i ' ve ever tasted , the seabass was bland , the goat cheese salad was missing the goat cheese , the penne w / chicken had bones in it . . . it was disgusting .",0
the nakgi - bokum was horrible .,0
