sentence,sentiment
"For two years I have had nothing but great interaction with Amazon, until two months ago when I received notice that I had ordered ( unknown to me) a $100 reload of a gift card, then received a notice that I would be receiving two $50 play stations I ordered (unknown to me). I tried dealing with the customer assistance reps to resolve with no success, so I filed a fraud alert on my credit card. Since then this has happened twice more, Yesterday I chatted online with the customer assistance rep who informed me there was nothing they could do to stop these unwanted transactions. After 39 minutes of trying to reason with them that there must be a way to stop it, I realized I must be now part of Rod Sterling's program, The Twilight Zone. In frustration I called the credit card company and cancelled the card since as long as they had the number on file they just kept adding the gift reloads for $100 and then sending two $50 play stations which depleted my gift card which they then reloaded which created another order for pay stations. After cancelling the card they informed me I needed to contact them with new credit information. Really? I will miss the convenience of ordering online but not the nightmare of trying to deal with customer assistance that can't fix a problem or don't care enough to try.",1
I order from amazon.com all the time! My hubby says I'm addicted...I admit it! They have everything you can think of and always ship on time! Amazing company.,2
"If you're looking to buy something that could be imagined, Amazon is the best place for it. Ships fast, and I've never had issues with amazon. Once my order took 1 week to ship and i was so disappointed than  owner offered me a better deal for the waiting and amazon has great product quality.",2
I like Amazon but I think clothing could be better. Ordered few things online and quality was a bit low but very fast and reliable,1
This amazon.com is so great for those who are lazy to go outside of their comfort. You can just find and select the stuff you want and add to your cart then you are good to go! Just wait your order just a few days! good job and keep it up.,2
Many of the venders are selling their goodss for more than you can purchase them from the manufacturer or other outlets like Walmart. Some of the sales look more like gouging.,1
Amazon is going downhil. I have ordered from them for as long as I remember. I have prime membership but still packages are delayed and broken and then have to go to shop to return it and if you live in a village it is a big hassle specially when you don't have car and have to wait for buses.,0
"Yeah, they kind of took over the world, right. They do fine. Not great or spectacular, fine.",1
"Vulgar through and through next day delivery load of rubbish, was supposed to be here today got a delivery time scale then it changed to alater time scale, says neighbours get delivery's from amazon courier but skipped my address, contacted vulgar amazon customer services and all I got was wait till 10pm wait till 10pm waited few hours longer went back through to be fobbed off again u till I demanded to make an official complaint got another useless waste of space advisor, who initially tied saying that delivery was attempted at 2.11pm soon changed their tune on that when advised them I have cctv and can prive otherwise, he offered to compensate for the vile service with delivery and offered and a massive insulting £5 credit on my account of course i told them to keep it. Moral of this story is don't bother paying for prime as your don't get ypur spaces next day as it states, miss selling at it finest well I will be reporting them. Thieves avoid them and don't not invest in prime, u don't get what ypy pay for.",0
"They want to force you to subscribe to Amazon prime, if you don’t, they purposefully delay the shipment. Then they give you an approximate shipment date, eg. between the 10th - 15th of that month, it will always arrive on the last day! Why even bother saying it will arrive between these dates, if you will make sure it arrives on the very last day in any case? Does Amazon think that we are all stupid? ",1
"Absolutely lazy, rude and not caring customer support. They'll block your account even you're the rightful owner of the account, if they feel like it.",0
"Amazon is so good about customer service and delivery.  (I love my Kindle Fire too.)This book is pretty amazing.  Another great resource for my husband and me to help with the good old IRS.  Over 40 years, we have only been audited twice.  The first time we were young and foolish in our business.  Now, we listened to the wrong people about our newly emptied nest and some investments we were told were deductions.  We knew it was too good to be true.  Hope this book helps.",2
"I have never had any problems with Amazon.  I have rarely had to return any items and when I have, the process has always been quick and painless. Most recently, however, they have sent me a book with about 30 pages stuck together. Instead of them sending me a replacement (which is usually what happens when I go through the return process), they have asked me to send this item back for a refund.  I ordered the book in the Black Friday sale at about £2.79.  The book has now gone up up £7.99.  There is no way I would pay full price for the book so I am now a Christmas present short.  I wish they would have just replaced it as it was their fault for sending a faulty product to start with.",2
Everything I want I order from Amazon But there delivery and tracking is starting to leave a nasty taste in my mouth. Several orders have been late when I needed them I get emails out for delivery the 9 stop away then 11p m no order 2 am your orders delayed how?if it's 9 stops away this has happened on several occasionsTracking is never up to date What's going on Amazon?,0
Review text not found,0
"Experience with Amazon has always been great. However, that was until they started shipping their own.  Now almost everything that is supposed to be a day or two with my prime membership, is almost never on time, and we're left waiting...  They need to get their shipping sorted out or I'm going back to shopping in the stores...",1
"My first buy was in 1997 on amazon.com. Amazon.it is very good as well, I just thonk some product descriptions must be improved, they should be more accurate.",2
"Great website full of variety, choice and deals. Really simple checkout process.",2
"Untill recently I would have given  5*, but recently i've had things arrive after the due date and also things  have just not arrived. i've had to contact amazon to get a full refund.  whats the point in paying  £95  a year  for things turning up late. The odd time there is something decent on prime tv but Amazon have gon downhill.If it is the shipment supports they use, then they need to change.",1
Ok i do understand that amazon is a third party involved but still amazon you all really need retrain some of your customer support reps and stop with the e-mails  or charging people's cards if their transaction was denied just automatically stop charging the card please because it signals the banks in a wrong way ok .,1
"Amazon is a great company with alot small problems, specially when it comes to vaguely answered customer support questions and those people have very limited power to help you with.And my most hated thing is the order status there should be more information and it should be more accurate.Other than that am happy with Amazon.",1
If I could I wouldn’t give them one star. I ordered an item that amazon swore it would ship within two days( we are now on day 14 and still the item hasn’t shipped. Was chatting with customer service and they disconnected with me!! That’s it I’m done!! From now on I will buy from eBay!,0
"It's okay, but since finding TEMU, I'm a converted customer. Things are much more affordable on there, same items at such a lower price. They have 50% off if you put this in the search bar afb28153 once you download the app!",1
"I like the fact Amazon exists, however, I have not had the best of usages with them.  It never ceases to amaze me the number of times I am told that they can not ship to me, even for items previously ordered and delivered.  The pricing structure never makes any sense...it can be competitive one day, outrageous the next day.  I rarely can find how to contact them when I encounter a problem...get tired of going through page after page until they finally 'allow' you access to them.  The only decent thing I like about them is that I can use my gift cards from the various survey sites I use.",1
"I have never had anything negative to say about Amazon until this most recent usage.  I purchased a bunk bed online at a great price.  Well apparently it was priced incorrectly and they cancelled my order with out notifying me.  First I don't think it's best practice for a business not to honor their prices they list but Amazon covered that in their terms and conditions... but what about notifying me, that is mentioned in their terms and conditions?!!!  I ordered it several days ago.  Amazon's terms and conditions state that they will notify you.  Well they violated their contract.  I had plans for the bunk bed.  Now my granddaughters old beds will be picked up on Wednesday and they will have no bed!  Thank you amazon for not holding up your end of the bargain.  A purchase is a contract and I held up my end, they did not. Also they are not refunding me for 7-10 days so I can't even go to a store and buy a bed until they give me the money to.  This is by far the worst usage I have ever had with amazon.  And I have been an avid Amazon promoter and shopper for several years.  I will no longer provide them my business if they cannot operate with integrity and honor their end of the bargain.  Now my grandkids will be sleeping on the floor until I get my money! - Laura Sapp (269)491-1343",1
Always had good experience with amazon. well done,2
I love Amazon and the related items are always relevant and tempting. Just a shame there's no store in Australia and I have to either pay a lot for postage or have things delivered to friends and then sent out.,1
"The Amazon search tool is horrible and frustrating. Example: I put in ""famotidine"" (in quotes) then select ""lowest to highest"" and the search engine gives me 26 items that are not ""famotidine"", it's not until the 27 item that I see Pepcid, which is also not the lowest price for this medication. Here's another example: ""CBD"" returns pages of items, none of which are CBD, they area all Hemp Oil. After researching it, Amazon doesn't sell CBD.  The search engine is designed to promote selling stuff instead of helping the customer find what he or she is actually looking for. Finally Amazon needs to have a ""customer feedback"" feature but you don't so apparently your not interested in hearing things like this.",1
"I DON'T  EVEN WANT TO GIVE ONE START HERE AT THIS POINT !!! NO ONE CAN HELP ON OUR BUSINESS ACCOUNT PRIME RENEWAL ISSUES, KEEP CALLING THEM AGAIN AND AGAIN, AND THEIR RESOLVING RESULT WAS"" WE HAVE TO SUBMIT A FILE TO THE BUSINESS TEAM, AND THEY WILL GET BACK TO YOU WITHIN 24-48 HOURS"" THAT'S IT!!!!!! NO ONE, NO ONE RESPONDED VIA EMAIL OR PHONE, IT'S BEEN OVER 6 MONTHS NOW !!!! EXTREMELY FRUSTRATING, WE HAVE BEEN USING THIS ACCOUNT FOR SO  LONG NOW, AND ALL OF A SUDDEN HAVING THESE MEMBERSHIP RENEWAL ISSUES AND NO ONE CAN HELP FROM THEIR TEAM!!!! UNBELIEVABLE!!!",0
"offers lots of choices of the seller, but even good reviews did not always reflect the actual product that I received",2
"Amazon customer service is Appalling!  I needed to return two damaged items and went through the returns process online.  The courier arrived on 3 occasions to collect them.  Each time with a car when, as items are heavy and bulky, a van is needed.  After each failed attempt I have contacted customer service by live chat and telephone.  Further collections were supposedly arranged with Hermes who didn’t turn up even after I waited in on days for them.  At this point I had contacted them at least 8 times.  The whole experience was utterly frustrating.  On 2 occasions the call was disconnected.  Eventually Amazon customer service told me I have to arrange my own courier and they will refund.  However, I tried again and, after explaining all the details again, this assistant said she went through to the large items department and had arranged the collection for the following Tuesday.  Again a courier didn’t turn up.  I tried to contact Hermes direct.  They only provide digital chat.  I inputted the parcels tracking number and waited about a week for a digital response which said they couldn’t locate the parcel.  I then went online to arrange my own courier.  The cheapest courier costs £126 yet the item cost £90.  I contacted Amazon again to check they would refund this large amount.  He said yes.  But as so many CS advisers have told me different things I don’t trust anything they say.  I am now left with two large and heavy items unlike want or can afford to fork out £126 for their return.  It definitely is the worst customer service I’ve ever experienced and I will not buy anything through them again.",0
Good prices for anything you can think of! Plus as an amazon prime member i get unlimited one day delivery!,2
Review text not found,0
"Cant believe Ive got to midlife and never used Amazon - not entirely sure why I didnt, think the amount of choice was too overwhelming.  Now that Im used to the app (which didnt take long), im very happy with next day deliveries and easy returns.",2
"My wife and I are dedicated Kindle fans and Amazon customers. They released the new line of Kindle's this week which made us both happy (it's the best e-reader out there and improving it even more is terrific) and a little frustrated. You see, my 2nd Generation Kindle is only 18 months old and is now 2 generations out of date. My wife's Kindle is a 3rd generation and less than 7 months old. I suggested to Amazon, through a web form, that they initiate a buy-back or loyalty credit program to allow 0Kindle owners to upgrade. I was a bit frustrated when I got an email response saying no, apparently from a call center in India. The form asked me if I was satisfied with the response. I clicked ""no"" and within 5 minutes, Amazon called me on my cellphone. I calmly explained my idea and the frustration of the very automated ""no"" response and they took everything I said on board. While they don't have a buy-back program, they gave me 2 x $40 credits to use against new Kindle devices. I should explain that I am an Amazon Prime member and that I do spend a couple of thousand a year between books, e-books, gifts, movies and electronics on Amazon, but they impressed me by responding well and recognizing loyalty.",2
If you want something look at Amazon first they've got it or can get it!,2
"Please stop collaborating with Airmee in Sweden. They never deliver on time, and whenever I ordered a goods from Amazon, I end up with local order with Airmee without my consent. They failed to deliver such time-sensitive items as medical goodss or a birthday gift, even when I paid an additional fee to Amazon to ensure fast order.",1
"excellent company to do business with,very highly recommendeed",2
"I love Amazon. I've never had a problem when ordering items from Amazon itself. I did have a little bit of a mixup once with one of their partner vendors who sent me the wrong product, but everything worked out in the end. One of the reasons I like Amazon is for the reviews. You get some good information from people who already have and use the product you're thinking about buying.",2
"The amazon is a good app to buy the products through on-line. I recently buy a mobile charger (oppo) and I got the delivery after the 5 days. it's quite ok. And the main surprise for me is i got the Samsung charger. i put it on replacement the amazon was taken more then two weeks to change my charger. it is the main problem faced by me, not only me there are many people who are facing with different issues like wrong delivers, address, product etc.",2
Not much else to say. Amazon has everything you want and it arrives in only 1 or 2 days.,2
"I have been an Amazon customer for years. I order numerous products all throughout the year and their selection is PHENOMENAL. I am almost ALWAYS able to find what I need on the site. They offer brand new, refurbished/reconditioned and used products. The site is easy to navigate and has detailed, easy-to-use search options. You can save many items onto a personal wish list and also add items to your shopping cart to purchase at a later date, and you can add several shipping addresses and different payment options to your account.My most recent order included a Dolamee D5 brand Android TV box. I also ordered a wireless keyboard/mouse/remote combo to go along with it. I was under a 30-day Amazon Prime trial and so I got Free 2-day shipping on both items. (I was also able to find a HDMI to RCA/AV converter box on Amazon, since I have an older TV) All three items came within the 2-day shipping time-frame and they were packaged well. Everything worked like a charm with no problems whatsoever. Amazon always sends me reminders to review the products I purchase and I often do. In the rare case I ever need a replacement or refund, they make the process as simple and easy as possible. Amazon customer service is pretty good. They respond to my inquiry messages usually within 24 hours or less. The only reason I don't give them 5 stars is because there have been instances where the customer service I received resulted in an unfavorable outcome. This is extremely, extremely, rare, however, and does not occur anywhere near often enough to keep me from giving the site a high rating. I plan to continue to be an Amazon customer for many years to come.",2
"After This Incident I Will Request All The Consumer Who Are Regularly Purchasing From Amazon, Flipkart Or Any Other Online Platform, Should Take An Unboxing Video Or Should Not Buy From These People. I Ordered A Samsung Galaxy M12 And After Receiving The Delivery Of The Product I Received Detergent Soap Instead Of Samsung Galaxy M12, And The Customer Support Team Is Giving The Same Reply Everytime “Sir Our Investigating Team Has Investigated The Whole Incident And They Come To The Conclusion That We Have Sent Mobile Phone Only Not An Detergent Soap” This Was My Last Online Order And From Now Will Prefer To Support More Retailer's Rather Than These Fake Online Platform's",0
"I ordered stuff to arrive on the 21st oct, it started off with you will receive it on the 20th, next message was  running late. 23rd oct, your items are lost,I can receive a refund.. I call customer services and they say i have to wait till the 5th November incase it turns up. why have i got to wait , Surely they use computers to load up delivery vans and know what is in there . why dont they sent me another order that i can get next day and cancel original order. How hard is that to do, they are acting like a start up company with 10 year old's in charge. Very POOR !!",0
I will never use Amazon again ever. Tortured me with paperwork to reclaim Vat then didn't even supply a Vat invoice. They don't comply with EU law. Never again. I'll make an effort not to buy any of their products,0
My order appears to have been delivered but I haven't found it and after 4-5 days I receive the refund. thank you for this,2
"Through covid 19 you have been there and supported people who need it, very little delay on items thank you for everything amazon!",2
I recently had cause to review Amazon badly in light of a purchase and the amounts charged. Initially the response I received to the matter was uncompromising and involved a great deal of trouble for me. Since then the response from Amazon and their reseller has been overwhelming. The outcome being totally to my satisfaction and full points to Amazon and their Reseller.,2
"Most of items are in fine condition, but a few items are fake.Be careful.",1
i have found something that amazon don't sell.i am a laryngectomee and i was after a larysnorkel freedom so i could go swimming again but i can't find on anywhere and even on the lary page i can't even pay for it so if amazon don't sell one then i give up but other wise its a acceptable firm to buy from,1
"I pay my taxes, but they don't!! What a F$#!%&g joke!1 day shipment is quite nice though",1
For two days now I have been lied to by Amazon I placed an order and paid for delivery. This has not been done dispite Royal Mail saying they have tried but I haven’t been out the house and no ne has turned up at all and now there saying I have to collect it and I have paid for delivery Amazon have done nothing and now I have lost over £23.00 I’m totally disgusted with the service from both Amazon and Royal Mail this was an order for a 94 year old sick man I’m fumming,0
Probably the best way to get online productsYou need to become a prime member to get the best out of amazon Fast free delivery for all prime,2
"2nd time in as many months, that a driver leaked a significant amount of oil on the driveway. Poorly trained drivers with little common sense. Amazon needs to make an effort to educate its drivers. Last time, 4 in the morning waking the household up with very loud exhaust and came back twice due to being confused.",0
I like Amazon but I think clothing could be better. Ordered few things online and quality was a bit low but very fast and reliable,1
Ordered a gold plated chain for fancy dress party but got delayed in customs for two weeks due to brexit and hence pointless. Shouldn’t be advertised to be delivered as two days order,1
Brilliant good range of products,2
No they don’t like for you to return items I see but love for you to buy,0
"Told a parecel was damaged in transit and i would be refunded as hadnt received it. Only then to see on my account it had changed to parcel given to customer which it wasnt. Called and they refunded me . Still a little worrying where the items went . Seems like the drivers are on the rob, christmas time as well.  When i spoke to amazon they didnt seem to bothered .",0
"I ordered an Amazon Fire stick. It was supposed to be delivered on 6th June 2023.I received an order confirmation on email. It stated the parcel had been delivered at reception. This is somewhat suspect because there is no reception area or anywhere safe to leave it, except with a neighbour. It wasn’t left with one of them. I enquired about this on Amazon chat. To be told the order status was updated too early. Strange… Apologies were given and the new order date was 8th of June 2023.Surprise, surprise…the parcel still didn’t arrive on 8th June. I called Amazon customer support and informed them about this. The customer advisor stated they need to speak to their manager. I explained they are in breach of contract the acceptables never arrived and funds have been taken. I asked for a full refund.To be fair, after the advisor had spoke to their boss. They stated I would have a refund in up to 5 working days. They also told me I could keep the items if they arrived. Of course, the items never arrived.I received a confirmation email of my refund being processed. Thankfully, I received a full refund including the postage and packaging I paid for too. Despite the initial frustration to start with, I’m happy I got a hassle free refund interaction. Although, I am somewhat reluctant to order from Amazon incase a parcel doesn’t arrive again.",1
"If I could give amazon zero stars I would. This company was once good. Its now terrible.  Ordered a motorcycle jacket nowhere near the correct size. Sent the jacket straight back 2 weeks later still no refund , customer services are as much good as a chocolate fire guard. Amazon first blamed the seller,  the seller blamed amazon, amazon are now saying its my bank (its not I've checked,) absolute joke I reckon that's me done with Amazon",0
"I have now ordered 2 bottles of gin, they were accepted at the Doncaster hub. Neither of them were delivered to me. The worsed is that you cannot get hold of a human to ask if they were stolen or they are trying to sell something they haven't got.",0
My phone was stolen and used to commit fraud in Amazon account and EVER SINCE THEN they stop and cancel ALL MY ORDERS!! I'M BEING PENALIZED FOR SOMEONE STEALING MY PHONE & ACCOUNT!!! NOT FAIR at all! It's truly upsetting and cruel!,0
"So far have had a great experience with amazon, have ordered quite a bit things from electronics to clothing, not a thing has gone wrong so far. Highly recomend getting your stuff threw amazon then any other website.",2
Getting worse and worse in both organization and customer service!,0
I ordered a book and the item arrived in 48 hours. I am very happy about the service from Amazon UK.,2
First class service every time ,2
"Well in June 14 2024 at 10:04pm an Ebike and lock for it where purchased on a fraudulent Amazon account WITHOUT MY PERMISSION. Now unfortunately the account was made by a family member and they used my address for the order. When the items where delivered I returned it ASAP. NOW AMAZON DID send the refund for $418.74 back to my card however do to all the fraudulent activities going on in the world today I keep my card locked.  So I Did Not get my refund. Now I call Amazon and let them know what happened they are holding on to my refund now. All because the fraudulent account have more rights then using my card. I Gave Amazon ALL of the INFORMATION they asked for about the fraudulent account. Amazon keep emailing the fraudulent account like I have access to it. I don't I need that $418.74 more Jeff Bezos does. We live in a sick sick world. Amazon should verify with person that's name on the card is making the order before the order goes through. There should be a way to do that. I have had Amazon for years before this. I should have been asked by Amazon am I creating an new account and verify with me. All of that money they could make it safer if they cared to. Also, FIY the person who made the fraudulent account does not want me to get my $ 418.74 back. Is making codes for ordering on Amazon accounts and cards that hard to do? I would give 0 star if I could. ",0
Review text not found,1
Service is fine. easy to order.,1
"Ordered a battery charger for same day delivery, waited all afternoon and evening and the parcel never turned up.Got an apology from the agent and told it would be sent the next day (today). today i get a message saying i will not recieve it till friday.I ended up cancelling the order nad will be closing my amazon account as soon as the refund is made.Its happened to me 3 times now, if they cant keep there promises then they shouldnt commit in the first place.",0
"I think the order was professionally handled, but it took nearly two weeks to arrive.",1
I ordered a TV from Amazon which was unfortunately lost when out for delivery. Got in contact with their support team and explained the situation. Got a full refund back a 1 free month of Amazon Prime which was nice of them. They have a great support team would recommend,2
"I received all my items except for toothpaste, 15.00 approximately. Total bill was around 220.00. Amazon is making it impossible for me, the online BS loop is telling me I need to return my missing item. Holy moly.",0
"I believe Amazon is a great company and  offers fantastic goodss for fantastic prices. However, that being said Amazon Prime is terrible. It offers less options than Netflix (by far). The free kindle rental offers a wide selection of books you've never heard of before while restricting any popular book series to purchase only. To top it all off the free 2-day shipping has been horrendous. Out of my last 10 orders, 4 of them have not made it by the day they promised. I have called customer support every time and they have simply said, it will be there tomorrow. It's a GUARANTEE. Yet they act like it's no big deal that your shipment isn't going to make it by the time they promised. (Which in reality they typically give themselves a day for processing too so it turns out to be closer to 3 days anyway but it's still late). So unless you plan on buying a fair number of order less than $25 save the money.",1
"Absolute worst company ever. Their customer service is terrible. I don’t know how they can possibly stay in business if this continues. In the past month, I’ve ordered 20 items. 5 of them have been late, 2 have been the wrong thing, and 2 never arrived. Of these 20 items, I’ve returned a total of 4 items. 2 because they were the wrong thing and 2 because they just were not what I was expecting.Of the two that never arrived, Amazon was so reluctant to refund me, they kept telling me to wait it out. The most frustrating thing was my orders showed if the item didn’t arrived by “__”date, then I should return and I would be refunded. When I did this, they asked me to wait longer. After reattempting this 3 times over the course of 6 days, each time they did the same thing. Finally, I was refunded. 2 other items I’ve chatted about and the reps have told me on separate occasions that I don’t need to return the item and I would be refunded. I then donated the items because they were what I needed, and a week later, I have no refunds. I chatted with their CS and they said I needed to return the items in order to be refunded. I told the reps that I didn’t have them anymore because I donated them since the last reps told me I didn’t need to return the items. You can guess how this ended… no refund. I told Amazon that I would send them a screenshot from the previous reps. They still would not refund me, they said that the other reps made a mistake and that I still would need to return the items. I am absolutely dumbfounded. These people just don’t get it. I’ve never seen a company contradict themselves more than Amazon. It is beyond frustrating. Their CRM system or whatever they use is horrendous. How terrible customer service that you don’t keep previous customer correspondence or stick to your word. It’s complete bogus. This company used to be pretty good, but now it’s the most frustrating company to purchase from. So sickening.",0
After a horrible experience with Walmart with a book order . I let my husband order the book thru Amazon account. Not only was the shipping fast . My book came in excellent sealed condition.,2
I like amazon but when I wanted to voice my opinion about a seller they would not post my review,1
"Good store, some goodss are poor quality others are great",1
"The worst customer service you can get in this world you will get it from AMAZON with no exception especially if you use the chat service.No transparency, lack of knowledge and communication skills. Hiring CS reps that do not fully speak the language of the country/region they are serving. All this to cut down the operations cost at the expenses of the Customer services! Agents keep transferring you from one queue to another without even informing you and every time you have to start all over again. HIRE CS REPS FROM THE COUNTRY THAT YOU ARE OPERATING IN. i.e if I'm using Amzon.com I want to be served by someone resides in the US, Canada, rep from Canada, if from India, I want to be served by rep from India, UK, rep from UK, Mars , rep from Mars etc. period!",0
"What’s their to complain about. Iv always had great customer service. Returns are soo easy, and with most stuff next day delivery you really can’t complain",2
Amazon is pretty fine.It's useful for cheeper price and fine quality items.,1
I do not have words to explain how excellent Amazon is.,2
I have been ordering from Amazon for years.  I have always gotten my items in a timely matter and the items looked exactly as promised.,2
"For the third time, my delivery was sent to the wrong address. Dumb courier even takes a picture of it and it’s not my door. All Amazon will do is refund my money and told me I now have time to go buy something at the store. What’s the point of ordering online to now only be rushed to the store to hopefully find the same thing before my nephew’s birthday party tomorrow. I spend money every month on Prime so I can go to the store and buy it at a higher price.....they suck.",0
Lots of my friends say they don't get 2 day shipping from prime. I not only get 2 day shiping I get like 24 hour shipping. I must live next to a shipping center. Lucky me!,2
"1) Amazon should have a shipping options. They have only 2 options, 1 which is 24 hours or less and is very expensive, 2 the normal shipping is 2-3 days and can be expensive for some ,like myself who would be willing to wait 7-18 days and pay much less for shipping.     I just made an order 22 days ago and the order was supposed to arrive Dec.23 in time for Xmas,in paying they asked if the UPS can bring my order on Saturday or Sunday, with a click option for each.I clicked ""not on Saturday"", they delivered it on SATURDAY when no one was home and the whole order package was returned to Amazon.22 days later I had to contact customer  support which were very nice in offering to give me back the same amount of money I paid them 22 days before, I am sure they do this and make many $$$millions simply on $Money free interest which they invest in Amazon free loans from we buyers.(I still have not yet received my refund)",1
"Never had a problem with Amazon before now but just got a message to say that my package is undeliverable due to damage and I'll get a refund,but if the package is damaged I would like the choice myself of inspecting the package and then rejecting it,I ordered demon screen de icer and how do I know that the driver has taken it and damaged the package themselves,won't be using Amazon again",0
I ordered Vileda Vileda SuperMocio 3 Action XL Mopp-och-hink-set at a discount. They never handled the order. When I contacted customer service they said it was due to a technical error. Once I tried to place a new order they doubled the price. And now they refuse to compensate or answer my messages.I lost valuable days due to this.Hereby I will stop buying from Amazon. Shame on you!,0
amazon is a great website and i got al of my things on time and have never had a problem,2
"Pathetic AmazonI ordered L'Oreal Professionnel Serie Expert Liss Unlimited Evening Primrose Oil, 125ml and De Fabulous Shampoo, 250ml and Conditioner Reviver Set, 250ml on 05/09/2018 and both delivered to me on 06/09/2018 through Amazon Prime Delivery.When I opened the packet, I found that the bottles were not properly packed (sellotaped here and there) and there was leakage also. Oil was coming out of bottle. In fact it seems that these bottles were packed by someone from Amazon after getting them returned by any other customer. In my opinion I had been delivered product already used/returned by someone else.I had clearly read the policy regarding return/refund at the time of placing the order and I knew that product was not eligible for return/refund but I was not sure that I would be delivered such kind of already used/returned by some else product. I needed these product on urgent basis therefore I decided to get them delivered through Amazon Prime delivery and I paid extra money for that but what I got? Already used products… I never expected it from Amazon.I have paid my hard earned money to Amazon for these products and now I got defective products. I sent an e-mail to Amazon mentioning the issues I faced and attached pictures of the same. Next day I got an e-mail that ""on verification it was found that the products were damaged therefore refund would be issued"" and I was asked to update my account details, I updated my account details and on the very next day I was informed that the refund could not be issued as pictures are not clear.I sent pictures and numerous e-mails again and again but all in vain. I tried to contact customer care but my number was blocked. I tried chat option and they informed me that after examining pictures they haven't found any damage in the products. Amazon already examined the pictures and accepted that the products were damaged and on re-examining Amazon found these products good..what a joke..Amazon making fool out of me. It is requested everyone not to shop from Amazon as it is a fraud company. Pathetic customer care service.I am from hospitality background myslf...this kind of customer services I or any of my friends have never offered to anyone ..you should be ashamed of being serving customers like the way you are..Highly appalled..I will never recommend Amazon to anyone.",0
"They continue to change the shipping date of my packages both before and after the purchase when I by clothing. It is irritating because it leaves me with nothing to wear when they do that. I have to repeat dirty clothing because they keep over promising. I keep thinking they'll improve, but they don't.",0
Review text not found,1
"I have noticed the user interface for Amazon is HORRENDOUS!!! I have a Kindle Unlimited subscription which was so hard to get because you can't do it through the Amazon app or the KU app. I had to find a link through google...WHY SO HARD?? I also got a trial for Amazon music for a month which I cancelled. A few months later it AUTOMATICALLY took money out of my account for Amazon music. Why doesn't it ask you before it just takes money out. Any other place you buy things from it gives you a second to think before you actually get it, but no, not Amazon. WHY SO HARD??? I also tried to get my Amazon Prime Video on my phone which is under a different account but it will AUTOMATICALLY use the account all your other stuff is on but guess what. You can't just log out in one place. You have to  log out of EVERYTHING!! WHY SO HARD!!!! I'm surprised more people don't complain about this. Although Amazon offers a lot it is so difficult to manouver and actually find things through the apps that I keep having to ask google!! Pls hire a better IT team!!",0
Shopping is smooth and transportation is slow,1
"OMG my credit card has been hacked and the details have come through Amazon. DO NOT LEAVE YOUR CARD DETAILS ON AMAZON make single payment or don’t use Amazon go else ware. You have been warned. There will be payments taken out of your account by third parties all be it only small amounts but they will empty your account once two payments have been taken so check your bank account NOW !!! to see if they have done this, here are two companies to be vigilant about! BATEAUX PARIS- and -PEAK TRAMWAYS CO…… please take note. They will clean you out. !!!!!!",0
Hard to find stuff even with their search engine. You ask for a specific description and they serve up everything else as well. Very hard to navigate through hundreds of pages finding that one item you wanted to find with the search key.,1
"Amazon is ok, but their couriers are not.  I have had an A4 book folded in half to fit in a letterbox as they could not be bothered to knock on the door.  A package that was to fat to fit through letterbox was left poking out of the door.  Don't shop from them unless the item won't fit through the letterbox however much the lazy driver rams it.",1
Worst customer ever as they could not deal with an item I bought and never received and had to cancel my subscription. Will stick to eBay as the customer service is excellent in terms of this situation. With all these bad feedback I’m seeing on here I’m surprised nothing has been done about it obviously they don’t really care.,0
"I buy a LOT of stuff from Amazon, but I've been frustrated for a while now on how their algorithm works for suggestions.  On the main page it recommends even durable goodss I've already purchased.  It continues to recommend goodss for months in which I show no interest.  Sometimes I'll click on something because I can't tell what it is from the picture and from then on, I keep getting it recommended.  I have cleared my ""history"" multiple times, but it always goes back to the lame recommendations.  The problem is in the algorithm used for recommendations and should be seriously reviewed.",1
I never got my stuff can't get up with anyone to help me.this will be the last time I will buy anything on line they got my money but I don't have my stuff,0
I have always received products on time and their customer service was overall excellent.,2
I did not receive the order but AMAZON customer service keep saying they cannot do anything and wont solve my problem. Stupid thing is amazon prime member does not matter in this situation lol. What a shame after 20 years. GG. bye amazon. i wont waste my money and time with your bad customer services,0
recently I have not found amazon being an efficient company as a website. it has been very difficult to manage and I feel as if it is in need of an update! I will no longer be ordering from amazon until I feel as if it more efficient.,0
Ever since they started their own delivery Amazon has gone downhill. Packages never arrive on time and they keep delaying. A package that was supposed to be delivered by 3 pm is now 10 pm. I will be canceling any order that i see is not being delivered by UPS or Post Office,0
